"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"12329 Roosevelt Way Ne","Medic Response","2022 May 25 12:33:00 PM","47.717893","-122.318086","POINT (-122.318086 47.717893)","F220059867"
"6545 32nd Ave Sw","Medic Response","2022 May 25 12:29:00 PM","47.544255","-122.373766","POINT (-122.373766 47.544255)","F220059864"
"312 Broadway E","Medic Response","2022 May 25 12:07:00 PM","47.621178","-122.320894","POINT (-122.320894 47.621178)","F220059856"
"7020 Seward Park Ave S","Medic Response","2022 May 25 11:11:00 AM","47.539617","-122.266959","POINT (-122.266959 47.539617)","F220059843"
"2110 N 128th St","Medic Response","2022 May 25 10:24:00 AM","47.722012","-122.333965","POINT (-122.333965 47.722012)","F220059831"
"8655 Island Dr S","Medic Response","2022 May 25 09:36:00 AM","47.525231","-122.260896","POINT (-122.260896 47.525231)","F220059817"
"3802 S Othello St","Medic Response","2022 May 25 09:24:00 AM","47.537035","-122.28468","POINT (-122.28468 47.537035)","F220059811"
"1561 Alaskan Way S","Medic Response","2022 May 25 09:03:00 AM","47.589965","-122.3376","POINT (-122.3376 47.589965)","F220059808"
"3711 Sw Elmgrove St","Medic Response","2022 May 25 08:58:00 AM","47.530537","-122.379456","POINT (-122.379456 47.530537)","F220059806"
"1st Ave / Cherry St","Medic Response","2022 May 25 05:48:00 AM","47.602555","-122.334281","POINT (-122.334281 47.602555)","F220059762"
"2870 S Hanford St","Medic Response","2022 May 25 03:08:00 AM","47.574853","-122.295888","POINT (-122.295888 47.574853)","F220059745"
"10739 Roosevelt Way Ne","Medic Response","2022 May 25 02:24:00 AM","47.707134","-122.317832","POINT (-122.317832 47.707134)","F220059742"
"2870 S Hanford St","Medic Response","2022 May 25 02:05:00 AM","47.574853","-122.295888","POINT (-122.295888 47.574853)","F220059738"
"1210 13th Ave","Medic Response","2022 May 25 12:37:00 AM","47.612051","-122.315451","POINT (-122.315451 47.612051)","F220059721"
"1210 15th Ave E","Medic Response","2022 May 25 12:36:00 AM","47.630694","-122.312518","POINT (-122.312518 47.630694)","F220059719"
"12503 Greenwood Ave N","Medic Response","2022 May 24 09:25:00 PM","47.719619","-122.355539","POINT (-122.355539 47.719619)","F220059683"
"6553 18th Ave Sw","Medic Response","2022 May 24 08:53:00 PM","47.544217","-122.357164","POINT (-122.357164 47.544217)","F220059678"
"11045 Greenwood Ave N","Medic Response","2022 May 24 07:30:00 PM","47.709117","-122.355484","POINT (-122.355484 47.709117)","F220059651"
"430 Minor Ave N","Medic Response","2022 May 24 07:20:00 PM","47.622312","-122.332995","POINT (-122.332995 47.622312)","F220059649"
"9041 51st Ave Ne","Medic Response","2022 May 24 06:22:00 PM","47.69465","-122.272947","POINT (-122.272947 47.69465)","F220059628"
"6759 15th Ave Nw","Medic Response","2022 May 24 06:00:00 PM","47.678111","-122.376765","POINT (-122.376765 47.678111)","F220059620"
"154 Valley St","Medic Response","2022 May 24 05:57:00 PM","47.626367","-122.353921","POINT (-122.353921 47.626367)","F220059618"
"5817 9th Ave Nw","Medic Response","2022 May 24 05:35:00 PM","47.671013","-122.368598","POINT (-122.368598 47.671013)","F220059608"
"275 W Roy St","Medic Response","2022 May 24 05:18:00 PM","47.625728","-122.360331","POINT (-122.360331 47.625728)","F220059603"
"MERIDIAN AVE N / N 107TH ST","Medic Response","2022 May 24 04:44:00 PM","47.70685","-122.333961","POINT (-122.333961 47.70685)","F220059591"
"320 Garfield St","Medic Response","2022 May 24 03:54:00 PM","47.63316","-122.35149","POINT (-122.35149 47.63316)","F220059575"
"1600 7th Ave","Medic Response","2022 May 24 03:17:00 PM","47.6126","-122.334262","POINT (-122.334262 47.6126)","F220059561"
"1732 M L King Jr Way","Medic Response","2022 May 24 02:43:00 PM","47.616824","-122.296152","POINT (-122.296152 47.616824)","F220059553"
"204 3rd Ave S","Medic Response","2022 May 24 01:19:00 PM","47.600843","-122.330271","POINT (-122.330271 47.600843)","F220059528"
"3501 Rainier Ave S","Medic Response","2022 May 24 12:47:00 PM","47.571853","-122.293193","POINT (-122.293193 47.571853)","F220059514"
"3rd Ave S / Yesler Way","Medic Response","2022 May 24 11:32:00 AM","47.601716","-122.330265","POINT (-122.330265 47.601716)","F220059490"
"852 RAINIER AVE S","Medic Response","2022 May 24 11:23:00 AM","47.594244","-122.310281","POINT (-122.310281 47.594244)","F220059482"
"Nw 85th St / 15th Ave Nw","Medic Response","2022 May 24 11:18:00 AM","47.690609","-122.376806","POINT (-122.376806 47.690609)","F220059479"
"5070 Delridge Way Sw","Medic Response","2022 May 24 11:08:00 AM","47.556681","-122.362928","POINT (-122.362928 47.556681)","F220059477"
"12345 15th Ave Ne","Medic Response","2022 May 24 11:02:00 AM","47.718005","-122.312631","POINT (-122.312631 47.718005)","F220059476"
"700 Broadway","Medic Response","2022 May 24 10:58:00 AM","47.608073","-122.320755","POINT (-122.320755 47.608073)","F220059473"
"820 Nw 95th St","Medic Response","2022 May 24 10:49:00 AM","47.697867","-122.367016","POINT (-122.367016 47.697867)","F220059470"
"120 1st Ave S","Medic Response","2022 May 24 10:26:00 AM","47.601551","-122.33418","POINT (-122.33418 47.601551)","F220059465"
"Occidental Ave S / S Washington St","Medic Response","2022 May 24 10:25:00 AM","47.600882","-122.332877","POINT (-122.332877 47.600882)","F220059464"
"509 Dexter Ave N","Medic Response","2022 May 24 10:13:00 AM","47.623325","-122.34236","POINT (-122.34236 47.623325)","F220059456"
"5444 Delridge Way Sw","Medic Response","2022 May 24 10:10:00 AM","47.553321","-122.362969","POINT (-122.362969 47.553321)","F220059455"
"9405 27th Ave Sw","Medic Response","2022 May 24 09:44:00 AM","47.519107","-122.367269","POINT (-122.367269 47.519107)","F220059443"
"N 34th St / Fremont Ave N","Medic Response","2022 May 24 09:31:00 AM","47.64959","-122.349747","POINT (-122.349747 47.64959)","F220059439"
"2922 Western Ave","Medic Response","2022 May 24 09:23:00 AM","47.61642","-122.35365","POINT (-122.35365 47.61642)","F220059436"
"12252 North Park Ave N","Medic Response","2022 May 24 09:13:00 AM","47.718081","-122.349458","POINT (-122.349458 47.718081)","F220059431"
"1407 Nw 85th St","Medic Response","2022 May 24 09:08:00 AM","47.69062","-122.374273","POINT (-122.374273 47.69062)","F220059429"
"566 Prospect St","Medic Response","2022 May 24 08:31:00 AM","47.628905","-122.345796","POINT (-122.345796 47.628905)","F220059417"
"1423 Nw Market St","Medic Response","2022 May 24 06:56:00 AM","47.668665","-122.374178","POINT (-122.374178 47.668665)","F220059394"
"3rd Ave / Bell St","Medic Response","2022 May 24 05:37:00 AM","47.614705","-122.344794","POINT (-122.344794 47.614705)","F220059374"
"13338 23RD PL NE","Medic Response","2022 May 24 05:25:00 AM","47.725098","-122.30325","POINT (-122.30325 47.725098)","F220059369"
"4629 21st Ave Ne","Medic Response","2022 May 24 04:18:00 AM","47.662432","-122.305466","POINT (-122.305466 47.662432)","F220059358"
"8729 15th Ave Nw","Medic Response","2022 May 24 03:00:00 AM","47.693181","-122.376641","POINT (-122.376641 47.693181)","F220059344"
"1601 E Yesler Way","Medic Response","2022 May 24 02:51:00 AM","47.601683","-122.311556","POINT (-122.311556 47.601683)","F220059340"
"4700 Phinney Ave N","Medic Response","2022 May 24 02:45:00 AM","47.66288","-122.353974","POINT (-122.353974 47.66288)","F220059337"
"6900 37th Ave S","Medic Response","2022 May 24 12:47:00 AM","47.540654","-122.286239","POINT (-122.286239 47.540654)","F220059308"
"4468 Linden Ave N","Medic Response","2022 May 24 12:46:00 AM","47.660967","-122.348622","POINT (-122.348622 47.660967)","F220059307"
"10236 32nd Ave Sw","Medic Response","2022 May 23 07:59:00 PM","47.510691","-122.372664","POINT (-122.372664 47.510691)","F220059239"
"6719 18th Ave Sw","Medic Response","2022 May 23 07:49:00 PM","47.5427","-122.357192","POINT (-122.357192 47.5427)","F220059231"
"14041 15TH AVE NE","Medic Response","2022 May 23 07:10:00 PM","47.730595","-122.312704","POINT (-122.312704 47.730595)","F220059221"
"2024 3rd Ave","Medic Response","2022 May 23 06:34:00 PM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220059213"
"6208 54th Ave Ne","Medic Response","2022 May 23 06:19:00 PM","47.673607","-122.269352","POINT (-122.269352 47.673607)","F220059211"
"2505 2nd Ave","Medic Response","2022 May 23 04:58:00 PM","47.615384","-122.347925","POINT (-122.347925 47.615384)","F220059185"
"9455 27th Ave Sw","Medic Response","2022 May 23 02:27:00 PM","47.518178","-122.367277","POINT (-122.367277 47.518178)","F220059130"
"N Allen Pl / Interlake Ave N","Medic Response","2022 May 23 02:02:00 PM","47.660673","-122.340672","POINT (-122.340672 47.660673)","F220059126"
"2401 S Jackson St","Medic Response","2022 May 23 01:56:00 PM","47.599288","-122.301125","POINT (-122.301125 47.599288)","F220059124"
"330 3rd Ave W","Medic Response","2022 May 23 01:44:00 PM","47.621222","-122.360653","POINT (-122.360653 47.621222)","F220059116"
"7719 Mary Ave Nw","Medic Response","2022 May 23 01:19:00 PM","47.685174","-122.375448","POINT (-122.375448 47.685174)","F220059108"
"12521 33rd Ave Ne","Medic Response","2022 May 23 12:16:00 PM","47.719406","-122.292729","POINT (-122.292729 47.719406)","F220059087"
"13023 Greenwood Ave N","Medic Response","2022 May 23 11:31:00 AM","47.723436","-122.355547","POINT (-122.355547 47.723436)","F220059068"
"9009 Greenwood Ave N","Medic Response","2022 May 23 11:24:00 AM","47.69429","-122.35534","POINT (-122.35534 47.69429)","F220059067"
"1534 Alki Ave Sw","Medic Response","2022 May 23 11:13:00 AM","47.589616","-122.393996","POINT (-122.393996 47.589616)","F220059063"
"221 10th Ave S","Medic Response","2022 May 23 10:30:00 AM","47.600715","-122.319304","POINT (-122.319304 47.600715)","F220059046"
"29 W Mercer St","Medic Response","2022 May 23 09:52:00 AM","47.624584","-122.357082","POINT (-122.357082 47.624584)","F220059034"
"6404 9th Ave Ne","Medic Response","2022 May 23 09:44:00 AM","47.675012","-122.318703","POINT (-122.318703 47.675012)","F220059033"
"123 Nw 36th St","Medic Response","2022 May 23 09:26:00 AM","47.65303","-122.357952","POINT (-122.357952 47.65303)","F220059026"
"5316 Rainier Ave S","Medic Response","2022 May 23 09:22:00 AM","47.553825","-122.280571","POINT (-122.280571 47.553825)","F220059023"
"9810 32nd Ave Ne","Medic Response","2022 May 23 09:19:00 AM","47.700261","-122.293391","POINT (-122.293391 47.700261)","F220059019"
"4114 12th Ave S","Medic Response","2022 May 23 05:58:00 AM","47.567092","-122.317245","POINT (-122.317245 47.567092)","F220058976"
"2608 Marine Ave Sw","Medic Response","2022 May 23 02:41:00 AM","47.580399","-122.407042","POINT (-122.407042 47.580399)","F220058947"
"1533 Western Ave","Medic Response","2022 May 23 02:14:00 AM","47.608682","-122.341421","POINT (-122.341421 47.608682)","F220058943"
"12030 7th Ave Nw","Medic Response","2022 May 23 02:04:00 AM","47.716231","-122.364958","POINT (-122.364958 47.716231)","F220058941"
"801 Spring St","Medic Response","2022 May 23 01:31:00 AM","47.608663","-122.329113","POINT (-122.329113 47.608663)","F220058934"
"4127 Linden Ave N","Medic Response","2022 May 23 12:37:00 AM","47.656948","-122.348552","POINT (-122.348552 47.656948)","F220058926"
"608 Nw 54th St","Medic Response","2022 May 23 12:19:00 AM","47.667911","-122.363387","POINT (-122.363387 47.667911)","F220058925"
"711 Cherry St","Medic Response","2022 May 23 12:10:00 AM","47.605392","-122.327499","POINT (-122.327499 47.605392)","F220058919"
"2008 Westlake Ave","Medic Response","2022 May 22 11:51:00 PM","47.615007","-122.337781","POINT (-122.337781 47.615007)","F220058916"
"9039 12th Ave Sw","Medic Response","2022 May 22 09:39:00 PM","47.522476","-122.350624","POINT (-122.350624 47.522476)","F220058886"
"9841 45TH AVE SW","Medic Response","2022 May 22 07:13:00 PM","47.515511","-122.389973","POINT (-122.389973 47.515511)","F220058825"
"735 N 72nd St","Medic Response","2022 May 22 04:50:00 PM","47.681051","-122.349387","POINT (-122.349387 47.681051)","F220058774"
"1533 Western Ave","Medic Response","2022 May 22 03:03:00 PM","47.608682","-122.341421","POINT (-122.341421 47.608682)","F220058738"
"11136 Beacon Ave S","Medic Response","2022 May 22 02:50:00 PM","47.500651","-122.267797","POINT (-122.267797 47.500651)","F220058733"
"8436 Island Dr S","Medic Response","2022 May 22 02:40:00 PM","47.528013","-122.261415","POINT (-122.261415 47.528013)","F220058730"
"2035 4th Ave","Medic Response","2022 May 22 01:36:00 PM","47.613329","-122.340484","POINT (-122.340484 47.613329)","F220058715"
"751 N 135th St","Medic Response","2022 May 22 01:17:00 PM","47.726805","-122.347791","POINT (-122.347791 47.726805)","F220058705"
"10646 Alton Pl Ne","Medic Response","2022 May 22 01:11:00 PM","47.705772","-122.280777","POINT (-122.280777 47.705772)","F220058703"
"5201 University Way Ne","Medic Response","2022 May 22 12:41:00 PM","47.666436","-122.313051","POINT (-122.313051 47.666436)","F220058693"
"2901 W Commodore Way","Medic Response","2022 May 22 12:16:00 PM","47.662685","-122.394061","POINT (-122.394061 47.662685)","F220058678"
"5727 37TH AVE S","Medic Response","2022 May 22 12:02:00 PM","47.551024","-122.286266","POINT (-122.286266 47.551024)","F220058671"
"5338 Sw Manning St","Medic Response","2022 May 22 11:39:00 AM","47.57181","-122.400612","POINT (-122.400612 47.57181)","F220058662"
"9265 57th Ave S","Medic Response","2022 May 22 09:35:00 AM","47.519596","-122.261594","POINT (-122.261594 47.519596)","F220058623"
"531 Queen Anne Ave N","Medic Response","2022 May 22 09:19:00 AM","47.623677","-122.356717","POINT (-122.356717 47.623677)","F220058619"
"1456 Madrona Dr","Medic Response","2022 May 22 09:11:00 AM","47.613564","-122.282626","POINT (-122.282626 47.613564)","F220058616"
"1040 S Cloverdale St","Medic Response","2022 May 22 06:03:00 AM","47.526455","-122.319738","POINT (-122.319738 47.526455)","F220058572"
"12520 Roosevelt Way Ne","Medic Response","2022 May 22 04:43:00 AM","47.719745","-122.318132","POINT (-122.318132 47.719745)","F220058551"
"2024 3RD AVE","Medic Response","2022 May 22 03:27:00 AM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220058543"
"75 Vine St","Medic Response","2022 May 22 02:15:00 AM","47.614557","-122.350578","POINT (-122.350578 47.614557)","F220058520"
"13023 GREENWOOD AVE N","Medic Response","2022 May 22 02:13:00 AM","47.723436","-122.355547","POINT (-122.355547 47.723436)","F220058521"
"7006 55th Ave Ne","Medic Response","2022 May 22 12:18:00 AM","47.679419","-122.26896","POINT (-122.26896 47.679419)","F220058480"
"11th Ave Nw / Nw 51st St","Medic Response","2022 May 21 09:43:00 PM","47.665698","-122.370764","POINT (-122.370764 47.665698)","F220058440"
"319 3RD AVE S","Medic Response","2022 May 21 09:17:00 PM","47.599837","-122.330329","POINT (-122.330329 47.599837)","F220058433"
"7500 Seward Park Ave S","Medic Response","2022 May 21 09:11:00 PM","47.535475","-122.267287","POINT (-122.267287 47.535475)","F220058432"
"6509 23rd Ave Nw","Medic Response","2022 May 21 09:06:00 PM","47.676034","-122.385354","POINT (-122.385354 47.676034)","F220058427"
"5633 Airport Way S","Medic Response","2022 May 21 07:22:00 PM","47.551819","-122.319472","POINT (-122.319472 47.551819)","F220058388"
"2024 3rd Ave","Medic Response","2022 May 21 06:00:00 PM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220058353"
"1301 24th Ave S","Medic Response","2022 May 21 05:57:00 PM","47.591895","-122.301292","POINT (-122.301292 47.591895)","F220058350"
"1305 Ne 70th St","Medic Response","2022 May 21 04:53:00 PM","47.679439","-122.314355","POINT (-122.314355 47.679439)","F220058331"
"15th Ave S / S Oregon St","Medic Response","2022 May 21 03:33:00 PM","47.563504","-122.313511","POINT (-122.313511 47.563504)","F220058292"
"500 5th Ave","Medic Response","2022 May 21 02:24:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220058264"
"1221 Madison St","Medic Response","2022 May 21 01:42:00 PM","47.609902","-122.323791","POINT (-122.323791 47.609902)","F220058242"
"4051 56th Ave Sw","Medic Response","2022 May 21 01:24:00 PM","47.567597","-122.403865","POINT (-122.403865 47.567597)","F220058236"
"2225 Alaskan Way","Medic Response","2022 May 21 12:16:00 PM","47.610948","-122.347926","POINT (-122.347926 47.610948)","F220058208"
"9009 Greenwood Ave N","Medic Response","2022 May 21 11:04:00 AM","47.69429","-122.35534","POINT (-122.35534 47.69429)","F220058175"
"2024 3rd Ave","Medic Response","2022 May 21 10:59:00 AM","47.612578","-122.341197","POINT (-122.341197 47.612578)","F220058173"
"4831 35th Ave Sw","Medic Response","2022 May 21 10:38:00 AM","47.558988","-122.376234","POINT (-122.376234 47.558988)","F220058165"
"9061 Seward Park Ave S","Medic Response","2022 May 21 09:20:00 AM","47.521679","-122.264284","POINT (-122.264284 47.521679)","F220058134"
"800 Jefferson St","Medic Response","2022 May 21 08:17:00 AM","47.604377","-122.325207","POINT (-122.325207 47.604377)","F220058107"
"5300 24th Ave Ne","Medic Response","2022 May 21 06:01:00 AM","47.66707","-122.301946","POINT (-122.301946 47.66707)","F220058065"
"5311 Phinney Ave N","Medic Response","2022 May 21 04:22:00 AM","47.667143","-122.35442","POINT (-122.35442 47.667143)","F220058048"
"634 NW 85TH ST","Medic Response","2022 May 21 04:14:00 AM","47.690642","-122.363766","POINT (-122.363766 47.690642)","F220058046"
"322 N 105th St","Medic Response","2022 May 21 02:55:00 AM","47.705083","-122.355152","POINT (-122.355152 47.705083)","F220058021"
"10th Ave S / S Dearborn St","Medic Response","2022 May 21 02:48:00 AM","47.595825","-122.319215","POINT (-122.319215 47.595825)","F220058020"
